state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,
17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,25,17,9,7,12,4,20,15,11,11,6,4,141,
,,2. Between 1 year & 5 years,4,5,3,8,6,8,9,2,6,5,7,1,64,
,,3. Total,29,22,12,15,18,12,29,17,17,16,13,5,205,
17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,,,,,,,,,,
,,3. Above 55 yrs.,,,,,,,,1,,,,,1,
,,4. Total,,,,,,,,1,,,,,1,
17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,,,1,,,,1,,,,1,,3,
,,2. 15-55 yrs.,3,5,5,2,4,2,4,2,6,,4,6,43,
,,3. Above 55 yrs.,1,2,2,2,4,,3,2,2,,2,2,22,
,,4. Total,4,7,8,4,8,2,8,4,8,,7,8,68,
17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,4,7,3,3,1,1,2,,1,2,2,1,27,
,,2. 15-55 yrs.,25,23,47,66,15,42,48,48,30,22,9,30,405,
,,3. Above 55 yrs.,30,23,27,44,15,32,27,24,19,18,20,26,305,
,,4. Total,59,53,77,113,31,75,77,72,50,42,31,57,737,
17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,,,,,,,1,,,,,,1,
,,2. 15-55 yrs.,,,,3,4,3,1,1,1,,,,13,
,,3. Above 55 yrs.,,,,,,1,,,,,1,,2,
,,4. Total,,,,3,4,4,2,1,1,,1,,16,
17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,,,,1,3,2,1,,,4,,,11,
,,2. 15-55 yrs.,2,4,5,11,11,16,32,16,8,5,5,12,127,
,,3. Above 55 yrs.,1,1,2,7,5,1,14,5,4,4,1,6,51,
,,4. Total,3,5,7,19,19,19,47,21,12,13,6,18,189,
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-55 yrs.,1,,,,,1,,,1,,,,3,
,,3. Above 55 yrs.,,,,,,,,,,,,,,
,,4. Total,1,,,,,1,,,1,,,,3,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,5,3,3,1,1,1,2,1,5,4,6,8,40,
,,2. 15-55 yrs.,100,98,73,104,41,92,71,80,67,68,60,92,946,
,,3. Above 55 yrs.,96,64,75,54,47,75,69,69,67,70,56,88,830,
,,4. Total,201,165,151,159,89,168,142,150,139,142,122,188,1816,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,2,,3,1,,,1,1,1,1,,,10,
,,2. 15-55 yrs.,21,24,26,32,2,18,18,25,9,2,7,33,217,
,,3. Above 55 yrs.,17,17,11,15,6,13,12,9,7,2,5,22,136,
,,4. Total,40,41,40,48,8,31,31,35,17,5,12,55,363,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,1,,1,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,1,,1,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,2,,,,,,,,,,,,2,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,2,,,,,,,,,,,,2,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,2,,2,1,1,1,,7,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,2,,2,1,1,1,,7,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,2,,,,,2,,,,1,,5,10,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,2,,,,,2,,,,1,,5,10,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,,,,,,,
,,2. 15-49 yrs,5,,,2,,2,,5,3,2,1,3,23,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,5,,,2,,2,,5,3,2,1,3,23,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,2,2,1,3,,,,,2,5,2,2,19,
,,2. 15-55 yrs.,44,47,33,38,16,17,18,18,27,21,22,40,341,
,,3. Above 55 yrs.,5,11,7,10,,1,4,7,4,7,5,25,86,
,,4. Total,51,60,41,51,16,18,22,25,33,33,29,67,446,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-55 yrs.,3,4,3,3,2,,3,2,2,2,1,2,27,
,,3. Above 55 yrs.,,,,,,,,,,,,,,
,,4. Total,3,4,3,3,2,,3,2,2,2,1,2,27,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,,,,,,,,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,2,2,3,8,3,9,6,8,3,5,4,1,54,
,,2. 15-55 yrs.,90,78,88,100,42,101,96,98,76,59,52,59,939,
,,3. Above 55 yrs.,54,38,45,61,29,52,51,55,39,37,43,34,538,
,,4. Total,146,118,136,169,74,162,153,161,118,101,99,94,1531,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,,1,2,,,2,3,3,1,3,,,15,
,,2. 15-55 yrs.,11,13,16,15,25,24,15,39,26,21,12,32,249,
,,3. Above 55 yrs.,16,15,18,18,15,10,12,20,22,22,22,31,221,
,,4. Total,27,29,36,33,40,36,30,62,49,46,34,63,485,
17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,2,3,,2,,4,5,8,3,1,3,2,33,
,,2. 15-55 yrs.,19,29,7,19,16,28,25,43,36,21,13,31,287,
,,3. Above 55 yrs.,10,15,10,8,13,21,21,14,18,20,22,38,210,
,,4. Total,31,47,17,29,29,53,51,65,57,42,38,71,530,
Chhattisgarh,1.1,Total number of pregnant women Registered for ANC,TOTAL,47929,52320,64038,60872,56534,57814,61039,57764,60442,55925,59730,58054,692461
,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,23763,25745,30693,29200,27792,28929,30755,30296,31819,29727,31948,31473,352140
,1.2,Number of Pregnant women registered under JSY,TOTAL,41754,46126,57082,54019,51256,51936,55214,51638,55008,50582,53484,50164,618263
,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,35484,37985,41931,43617,45089,45063,45248,45157,46434,44939,46436,48515,525898
,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,33406,37114,44593,41717,40070,41016,43012,41386,43633,39617,43737,42002,491303
,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,37810,37959,45658,46899,44012,43982,44457,45099,46812,44369,46325,50050,533432
,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,40280,43309,49999,48668,49232,49919,49351,48068,50966,47377,54068,50944,582181
,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,1850,2031,2276,2195,1902,2008,1632,1936,2063,1930,1451,1530,22804
,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,70,85,120,102,99,101,100,114,100,123,94,229,1337
,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,11636,13206,16351,16547,14221,14818,15404,15718,17287,15243,16272,16051,182754
,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,727,640,740,847,745,814,652,759,817,719,623,632,8715
,1.8,Number of pregnancy test kits used at SC level,TOTAL,205,198,261,312,224,203,268,1541,4306,4062,4760,4700,21040
,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,3440,4110,4107,3882,4227,3853,3461,3739,3468,3082,3227,3313,43909
,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,6753,8399,9987,9631,10052,10748,10684,11441,11002,9464,8878,8924,115963
,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,10193,12509,14094,13513,14279,14601,14145,15180,14470,12546,12105,12237,159872
,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,8075,9726,11162,10638,11253,11308,11053,11971,11342,9765,9489,9517,125299
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,1040,1308,1751,1714,1801,2155,2389,2273,2496,2044,2108,2711,23790
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,16857,19844,19759,21033,22238,22239,21904,23876,23210,21660,20019,25726,258365
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,6975,9132,8563,9844,10559,10801,10258,11323,10884,10325,8512,11235,118411
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,15602,18707,19101,20221,21391,21371,21405,22910,22712,21039,20052,24617,249128
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,10029,12543,13096,10895,9748,9098,8638,8527,8297,7616,6700,7781,112968
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,284,311,296,482,258,236,443,380,354,172,157,188,3561
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,4313,4713,4590,4744,7602,5747,5464,7553,8499,8187,5298,11581,78291
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,481,676,731,836,1236,1175,1287,1206,1482,1395,1061,1656,13222
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,142,219,301,225,351,195,234,314,351,238,209,251,3030
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,8,25,33,25,3,7,13,10,5,5,10,13,157
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,1,0,0,0,0,0,14,0,2,0,0,17
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,33,27,27,26,27,35,33,29,26,19,15,39,336
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,749,787,750,727,799,842,876,928,874,880,758,971,9941
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,782,815,777,753,826,877,909,971,900,901,773,1010,10294
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,1036,1263,1157,1355,1316,1378,1541,1895,2262,2204,1938,2686,20031
,4.1.1.a,Number of male live births,TOTAL,16296,19408,20145,20374,23100,21910,21647,23760,23846,21882,19488,25966,257822
,4.1.1.b,Number of female live births,TOTAL,15005,17370,18251,18723,21035,20546,20049,22513,22308,20215,18146,23923,238084
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,31301,36778,38396,39097,44135,42456,41696,46273,46154,42097,37634,49889,495906
,4.1.2,Number of still births,TOTAL,612,812,846,996,994,900,862,968,919,969,772,1124,10774
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,668,835,1012,981,951,1038,1100,1045,1044,914,1046,1172,11806
,4.2.1,Number of Newborns weighed at birth,TOTAL,30551,36182,37512,37532,43263,41426,40640,45210,44781,40992,36609,48473,483171
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,3113,3820,4118,3650,5683,4495,4703,5490,5844,4812,3817,5343,54888
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,29980,35832,36975,36847,42653,40747,40528,44249,43773,40103,35884,46238,473809
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,83,70,180,119,90,131,141,125,139,150,100,186,1514
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,410,311,328,315,305,354,299,386,291,320,325,599,4243
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,475,731,696,646,727,826,879,820,694,763,687,1010,8954
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,968,1112,1204,1080,1122,1311,1319,1331,1124,1233,1112,1795,14711
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,569,567,562,573,503,568,482,491,518,448,986,1033,7300
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,1743,2038,2071,1731,2061,2111,2170,2285,1681,1899,2132,3062,24984
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,129,238,165,183,146,321,276,241,236,321,185,371,2812
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,1182,1272,1297,1349,1407,1710,1317,1779,1361,1314,1876,2132,17996
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,287,449,438,454,350,290,332,427,417,446,382,522,4794
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,23097,26261,28396,28469,31719,30538,31158,35416,33245,31385,27855,37620,365159
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,13372,16394,18154,18668,18974,19620,19534,21894,21480,19202,18106,20412,225810
,6.3,PNC maternal complications attended,TOTAL,375,312,481,374,323,328,340,312,463,379,318,491,4496
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,242,221,182,181,184,190,192,175,207,202,224,217,2417
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,42,37,34,21,32,34,53,29,41,32,55,50,460
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,284,258,216,202,216,224,245,204,248,234,279,267,2877
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,49,39,56,29,22,23,26,33,49,55,70,49,500
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,768,1075,889,1295,1126,1509,1241,1140,1420,1492,1558,1496,15009
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,1393,2035,1888,2218,1793,2118,1944,1859,2272,2606,2746,2129,25001
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,2161,3110,2777,3513,2919,3627,3185,2999,3692,4098,4304,3625,40010
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,193,34,267,183,254,3,6,5,231,187,17,230,1610
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,128,2,4,19,3,33,60,5,51,46,37,17,405
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,26,40,32,257,160,253,219,165,299,264,447,231,2393
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,35,17,18,78,119,119,112,121,185,157,158,48,1167
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,189,59,54,354,282,405,391,291,535,467,642,296,3965
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,6,2,4,4,20,1,10,3,8,9,8,6,81
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,258,99,270,940,219,1015,802,563,1925,1676,998,572,9337
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,571,113,681,3325,982,3547,5147,4530,9337,10444,7069,3996,49742
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,39,21,32,370,267,456,350,348,1125,1081,1137,576,5802
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,868,233,983,4635,1468,5018,6299,5441,12387,13201,9204,5144,64881
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,31,56,44,44,46,79,57,69,95,244,137,69,971
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,37,17,22,217,15,27,52,41,243,346,156,65,1238
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,804,80,296,2606,779,1944,2213,1751,6338,9841,6398,3353,36403
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,448,193,330,815,314,565,787,560,1750,1842,1425,775,9804
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1289,290,648,3638,1108,2536,3052,2352,8331,12029,7979,4193,47445
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,248,258,200,222,418,282,339,921,709,1369,928,2009,7903
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,1,0,0,0,0,0,0,3,0,0,0,2,6
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,8,14,3,12,1,31,31,1,22,1,3,25,152
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,147,101,298,190,305,238,254,151,225,255,109,128,2401
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,156,115,301,202,306,269,285,155,247,256,112,155,2559
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,55,68,85,66,94,81,85,89,143,90,49,167,1072
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,3207,4092,5115,11082,6100,5150,5101,5399,5334,5955,11322,5195,73052
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,293,270,287,507,304,264,270,341,322,398,951,416,4623
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,247,233,244,620,358,262,293,309,255,272,529,408,4030
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,271,265,375,640,808,489,787,904,775,642,824,754,7534
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,4018,4860,6021,12849,7570,6165,6451,6953,6686,7267,13626,6773,89239
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,14,8,39,28,107,98,394,682,821,709,1091,831,4822
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,41,31,51,34,47,17,23,48,90,44,41,64,531
,9.06,Number of IUCD removals,TOTAL,5625,4914,4841,6420,4609,4735,4494,5174,4986,4936,7108,7351,65193
,9.07,Number of Oral Pills cycles distributed,TOTAL,59972,59465,62329,77732,64423,69163,63652,71055,69164,63302,72489,66584,799330
,9.08,Number of Condom pieces distributed,TOTAL,303954,328708,334705,432794,391061,390713,413489,387862,387404,359824,419958,376932,4527404
,9.09,Number of Centchroman (weekly) pills given,TOTAL,2,1,0,14,8,5,0,307,682,142,45,75,1281
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,438,644,545,1091,521,627,524,1369,764,719,1032,867,9141
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,3,0,7,2,7,11,0,1,2,8,9,50
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,3,6,2,60,20,29,66,49,107,158,60,99,659
,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,1,0,0,1,0,2
,9.11.2.b,Number of failures following female sterilization,TOTAL,2,0,5,8,0,1,8,8,17,14,11,1,75
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,1,0,0,1,0,0,2
,9.12,Number of Institutions having NSV trained doctors,TOTAL,221,251,234,222,230,244,252,246,262,268,270,262,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,31866,36079,40852,39024,44677,44785,43880,48012,47189,42689,45571,50199,514823
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,35593,37532,42530,40838,43076,43755,46428,47529,48950,46726,49243,47960,530160
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,39642,37627,41515,41299,41157,42947,44791,45452,49376,45360,49818,51262,530246
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,38512,39966,41906,40406,41570,41660,43303,44667,46936,45111,49400,52456,525893
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,0,0,0,0,0,0,0,0,8,0,30,6,44
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,0,0,0,0,0,0,0,0,0,0,56,0,56
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,0,0,0,0,0,0,0,0,0,0,119,0,119
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,24956,28538,31110,30350,33934,33445,31230,34279,33558,31618,31213,36217,380448
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,35491,37382,42852,40661,42669,43588,45688,47044,48699,46371,48811,48169,527425
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,39455,37555,41496,41020,40861,43158,43580,45219,48978,44929,49500,51480,527231
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,38359,39765,41876,40167,41443,41612,43078,44393,46527,44878,49486,52213,523797
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,14580,16117,17526,16725,18368,19358,19186,20521,21277,20089,20150,24200,228097
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,33789,35244,40055,39179,40665,42029,43205,44966,45958,44636,46054,45443,501223
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,38896,36884,40744,40949,40524,42169,42934,44403,47871,44054,49502,50689,519619
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,37397,39020,41320,39969,40746,41322,42218,43517,44204,43926,49375,52261,515275
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,32054,35410,42306,40952,42361,43727,44603,43591,42235,39720,50609,47999,505567
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,18067,19638,25885,24768,25176,28165,29990,29622,31911,30574,47432,34512,345740
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,4,0,19,23
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,17033,18496,22356,20929,21876,22651,23039,22712,21672,20117,25165,23789,259835
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,15165,16910,21007,19456,20409,20981,21615,21204,20411,18902,23582,22137,241779
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,32198,35406,43363,40385,42285,43632,44654,43916,42083,39019,48747,45926,501614
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,29224,31432,39197,37486,36868,40814,41070,39182,41636,37204,55369,42053,471535
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,28971,31240,38984,37129,36604,40546,40884,38745,41405,36882,55250,41960,468600
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,0,0,2,1,7,4,15,0,0,0,0,0,29
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,8388,8339,10039,9207,8792,9342,9544,7952,9379,8013,11052,8796,108843
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,7953,7526,9584,8707,8070,8670,9097,7464,8735,7558,10428,8154,101946
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,16341,15865,19623,17914,16862,18012,18641,15416,18114,15571,21480,16950,210789
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,11485,13136,17803,22249,38245,50428,42096,29631,31397,23531,52628,24622,357251
