state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,2,12,15,7,21,58,37,11,17,16,12,4,212
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,27450,25481,24312,25625,30597,32729,35724,34533,34045,36190,33229,34612,374527
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,8350,7422,7581,8339,16065,21285,20600,21568,21852,23828,21898,22206,200994
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,17580,24052,25857,24782,27414,26171,34368,29384,30880,28114,34035,47053,349690
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,10830,13842,14677,21004,19421,30422,23150,29481,30325,22782,28192,45776,289902
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,,,,,,180,103,283
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,1504,1489,1575,1600,2265,2052,2094,2107,1956,2175,1803,1963,22583
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,367,1546,312,1502,439,595,678,728,575,394,411,555,8102
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,114,246,136,27,79,339,281,193,103,40,22,121,1701
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,,,,,,,,
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,,,,,,16,97,76,8,7,111,48,363
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,178,140,143,146,175,175,184,184,169,161,143,262,2060
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,1045,766,800,923,1142,1225,1418,1239,1333,1148,1234,1205,13478
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,571,523,513,626,560,455,641,526,731,802,681,1170,7799
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,1794,1429,1456,1695,1877,1871,2340,2025,2241,2118,2169,2685,23700
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,624,725,763,630,825,735,630,690,528,548,789,384,7871
,4.1.1.a,Number of male live births,TOTAL,20043,17707,17492,19049,21258,21372,24380,23457,23125,25189,23350,23078,259500
,4.1.1.b,Number of female live births,TOTAL,17523,16192,15585,16543,18378,19193,21862,21192,20632,21919,19995,20612,229626
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,37566,33899,33077,35592,39636,40565,46242,44649,43757,47108,43345,43690,489126
,4.1.2,Number of still births,TOTAL,1178,896,830,854,858,979,1199,1148,1303,1157,1169,1348,12919
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,4476,4873,5368,4416,4092,3816,4599,3882,4027,4515,4793,4644,53501
,4.2.1,Number of Newborns weighed at birth,TOTAL,30033,27659,27264,30168,32419,34332,36618,36567,35726,38799,36055,37759,403399
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,4140,3486,3576,3458,3485,3499,3863,4136,4314,4217,3203,4392,45769
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,10782,9573,10074,12625,18380,25062,31075,35379,35522,37748,35637,37447,299304
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,332,268,506,331,471,653,498,853,581,684,650,752,6579
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,279,242,253,175,394,641,600,524,572,549,570,445,5244
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,678,505,592,487,1041,1426,1352,1519,1572,1470,1308,1644,13594
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,469,406,392,351,577,448,419,455,334,365,400,616,5232
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,1758,1421,1743,1344,2483,3168,2869,3351,3059,3068,2928,3457,30649
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,113,77,66,79,91,55,68,97,75,32,96,99,948
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,876,958,1048,1004,2189,4121,4476,4733,4081,4119,3807,3855,35267
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,3,10,8,22,412,316,409,426,397,527,501,537,3568
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,673,755,440,703,1864,3303,3608,3849,3678,3981,3337,3076,29267
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,49,69,55,84,371,649,370,332,322,431,304,264,3300
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,12960,12758,11648,13315,16862,22474,22845,22076,23229,26292,23552,25907,233918
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,8023,7620,7347,8345,10703,15050,16070,14989,18366,18215,17095,17796,159619
,6.3,PNC maternal complications attended,TOTAL,11,12,9,24,135,194,223,209,205,337,263,228,1850
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,5890,5197,6263,4942,4523,4033,4539,3984,4812,4676,5826,5325,60010
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,781,672,717,582,515,431,914,305,624,616,441,462,7060
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,6671,5869,6980,5524,5038,4464,5453,4289,5436,5292,6267,5787,67070
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,154,228,151,239,233,225,288,322,205,368,192,415,3020
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,1202,1349,1878,1656,1838,1666,1299,1588,1779,1448,1727,1567,18997
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,1370,1561,1654,2052,2860,2873,2376,2244,2163,1965,2125,2175,25418
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,2572,2910,3532,3708,4698,4539,3675,3832,3942,3413,3852,3742,44415
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,48,60,51,13,32,21,53,66,19,524,509,67,1463
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,177,170,403,731,1074,452,755,961,812,444,704,1065,7748
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,,235,159,312,340,94,693,487,298,223,238,369,3448
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,46,57,109,97,176,131,326,304,233,163,165,294,2101
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,1,39,,,204,106,71,,1,67,489
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,223,462,672,1179,1590,677,1978,1858,1414,830,1108,1795,13786
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,3,1,1,2,,,3,2,,2,2,96,112
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,1166,1059,278,660,1002,1205,2099,3651,3666,2900,4069,7210,28965
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,398,582,268,812,512,316,886,1554,2457,1301,2934,3516,15536
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,787,1224,1059,1121,921,687,1312,1848,1068,815,1525,2205,14572
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,200,,10,19,60,43,24,65,36,97,187,308,1049
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,2551,2865,1615,2612,2495,2251,4321,7118,7227,5113,8715,13239,60122
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,248,202,110,119,108,98,205,126,104,90,138,106,1654
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,,,,,,,,,,,101,12,113
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,45,40,1,27,13,16,17,27,19,16,31,23,275
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,22,41,20,12,,34,65,24,40,7,30,55,350
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,68,46,49,57,30,60,46,40,39,50,51,69,605
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,135,127,70,96,43,110,128,91,98,73,213,159,1343
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,5,16,4,8,7,18,,15,7,9,13,24,126
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,,16,,,,24,16,2,42,22,14,39,175
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,19,55,40,6,57,38,65,41,45,31,36,29,462
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,172,151,161,165,127,188,264,233,172,213,204,225,2275
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,39,49,69,18,21,29,4,15,22,16,17,27,326
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,230,271,270,189,205,279,349,291,281,282,271,320,3238
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,22,29,26,27,22,8,19,27,10,14,9,14,227
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,464,429,456,262,521,211,380,572,570,430,432,412,5139
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,1032,1340,1193,1122,1252,1769,1679,2180,1751,1813,1946,2098,19175
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,439,648,658,646,359,342,629,596,359,426,500,482,6084
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,253,428,318,319,239,202,346,283,283,225,270,300,3466
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,78,168,154,206,97,70,53,31,70,40,40,54,1061
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,2266,3013,2779,2555,2468,2594,3087,3662,3033,2934,3188,3346,34925
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,34,46,36,20,9,33,23,14,14,43,41,100,413
,9.06,Number of IUCD removals,TOTAL,53,151,110,213,272,493,404,572,576,690,559,685,4778
,9.07,Number of Oral Pills cycles distributed,TOTAL,43806,54091,56016,62610,56401,59623,67624,69445,71321,75223,95300,81835,793295
,9.08,Number of Condom pieces distributed,TOTAL,144908,194705,206605,252041,242700,247004,308256,280119,291162,335084,299670,325146,3127400
,9.09,Number of Centchroman (weekly) pills given,TOTAL,619,332,481,405,632,646,3104,444,855,479,561,653,9211
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,1213,1043,842,1164,1630,1337,1222,1284,1635,1282,1258,1586,15496
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,,,,,,,2,1,7,,9,5,24
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,,,2,1,3,,13,10,9,31,18,4,91
,9.11.2.a,Number of failures following male sterilization,TOTAL,2,,,1,,,,,,,,5,8
,9.11.2.b,Number of failures following female sterilization,TOTAL,18,,,,7,1,2,4,5,,14,13,64
,9.11.3.a,Number of deaths following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.3.b,Number of deaths following female sterilization,TOTAL,,,,1,,,1,,,,,,2
,9.12,Number of Institutions having NSV trained doctors,TOTAL,11,11,11,11,22,20,38,48,55,55,50,43,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,52682,39799,45937,50584,45234,53569,57588,58943,76810,55828,63565,63882,664421
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,49553,47289,50176,48089,45147,46329,53859,52196,55145,53462,60464,64217,625926
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,48957,46668,51283,52393,47097,46617,47601,48855,52708,50518,58765,65308,616770
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,47704,45879,50050,52321,50106,46472,46619,44657,49075,47980,57710,64768,603341
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,7712,7750,7635,8536,11664,15824,15785,16272,15731,15360,15558,16187,154014
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,49564,46541,50227,47686,45629,46038,53432,52325,55162,53432,60592,64401,625029
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,48911,45601,51407,51658,47364,46552,47328,49033,52848,50438,58780,64969,614889
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,47579,44814,49677,51416,49722,46490,46999,44750,49122,48142,57785,64957,601453
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,3407,3264,3022,2968,2789,2839,3147,3048,3572,6785,3883,4216,42940
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,3447,3255,3166,3176,2830,2714,2883,2807,3728,3674,3882,4450,40012
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,3355,3361,3196,3229,2996,2716,2865,2621,3370,3636,3791,4297,39433
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,33772,37324,44150,47680,48262,50297,53676,50845,49260,47502,59660,60130,582558
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,,,,,,,,,,,,,
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,18118,18879,21894,23690,26058,25684,27131,25376,23398,24187,30363,29911,294689
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,15068,16958,20261,21861,24009,23726,25017,23713,21443,22338,27954,27745,270093
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,33186,35837,42155,45551,50067,49410,52148,49089,44841,46525,58317,57656,564782
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,27729,26905,31629,32581,32604,33490,32992,29621,29629,26877,34459,43766,382282
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,27666,26463,31291,32235,32929,33429,32936,29589,29073,26838,34582,43659,380690
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,1695,,,323,577,1115,369,737,328,386,521,613,6664
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,8543,7565,9066,7640,7146,7954,7790,6882,4844,5091,6281,6902,85704
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,7829,6901,8641,7131,6504,7245,7166,6252,4545,4209,5620,6216,78259
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,16372,14466,17707,14771,13650,15199,14956,13134,9389,9300,11901,13118,163963
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,32597,28843,29446,31013,28226,33200,29629,24967,26320,23865,26808,37369,352283
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,20226,18665,18740,21332,20584,21972,21654,19928,19655,18319,21345,24556,246976
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,15265,14077,13789,15476,23608,16288,15718,13901,13857,13326,15125,16583,187013
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,22,18,10,8,20,19,223,210,21,151,23,21,746
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,9,,,,,9
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,115,362,398,441,397,420,407,60,90,78,50,85,2903
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,17790,18429,18830,19531,20604,23558,24819,25656,27230,25491,28177,28405,278520
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,17070,17602,18000,18731,19917,22675,23910,24827,26135,24539,27615,28160,269181
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,12701,13423,11603,13367,15107,18135,21511,22703,23064,21690,25138,24357,222799
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,,,,,,,,,,,,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,29497,32538,38757,43049,44705,49401,50068,45731,45905,43033,56055,58152,536891
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,6732,7091,9054,12125,16795,89835,29011,26774,24889,22490,30802,129705,405303
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,916,876,833,1714,3705,37872,11190,12693,12466,11967,14861,89953,199046
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,1,,1,,,1,,2,,1,2,,8
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,1145,1440,1209,1084,697,597,659,611,489,448,509,566,9454
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,10396,12634,13222,14382,11572,8580,10346,8299,7326,8014,9889,9365,124025
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,593,1412,1507,1493,917,791,1270,929,505,523,599,879,11418
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,5405,5828,7418,6483,5208,2033,3051,3367,1778,1462,2403,1843,46279
,13.1,Number of Patients operated for cataract,TOTAL,1397,1639,1425,1687,1582,1510,2743,2266,2195,1869,2608,3268,24189
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,872,1110,941,1152,1115,1152,1559,1683,1699,1316,2036,2403,17038
,13.3,Number of School children detected with Refractive errors,TOTAL,172,154,277,104,397,434,452,558,324,374,1153,1236,5635
,13.4,Number of children provided free glasses,TOTAL,39,24,162,62,187,96,174,183,73,112,218,1463,2793
,13.5,Number of eyes collected through eye donation,TOTAL,,,,,,,1,,1,,,,2
,13.6,Number of eyes utilised for corneal transplant,TOTAL,,,,,,,1,,,,,,1
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,33,38,43,38,38,35,32,38,34,35,35,35,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,146,147,176,168,148,158,178,195,179,173,177,193,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,11405,11503,12059,12253,11787,12586,12522,12632,13561,13824,14058,15270,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,737,752,752,752,716,751,558,510,529,494,522,535,-1
,14.05,Number of RKS meetings held during the month,TOTAL,166,142,158,142,130,190,220,177,190,180,197,241,2133
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,414,427,385,385,359,412,434,405,422,454,468,469,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,3877,3855,3786,3955,3638,4861,5133,4819,5156,4727,5472,6276,55555
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,8,6,6,6,7,16,11,17,15,14,16,19,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,25,26,26,26,23,4884,31,29,37,36,38,37,-1
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,1516,1484,1417,2108,2061,2787,3677,4760,2349,2627,2788,3554,31128
,,,2. Adults,7718,10020,9224,10671,12866,18291,19155,17989,15178,15478,15479,17755,169824
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,1613,1391,1370,2055,1845,2262,4207,3839,2158,2476,2573,3397,29186
,,,2. Adults,14483,14624,13916,15281,19918,23369,28192,28867,23559,24061,25480,28360,260110
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,3129,2875,2787,4163,3906,5049,7884,8599,4507,5103,5361,6951,60314
,,,2. Adults,22201,24644,23140,25952,32784,41660,47347,46856,38737,39539,40959,46115,429934
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,99,132,85,142,340,394,500,424,377,372,255,344,3464
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,31,53,41,61,160,264,340,312,316,227,199,232,2236
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,130,185,126,203,500,658,840,736,693,599,454,576,5700
,14.11,In-Patient Head Count at midnight,TOTAL,8793,9258,8901,9463,11913,13378,16348,15551,17245,14917,16124,21893,163784
,14.12.1,OPD attendance (All),TOTAL,672754,801259,860828,1047034,813492,1064058,1209587,1113362,962154,857787,998226,1198562,11599103
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,1150,1328,1300,1506,849,1202,1091,1391,1196,1236,1374,1671,15294
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,1100,1239,1172,1698,598,963,965,1483,1121,837,1441,1437,14054
,14.14.a,Number of patients given AYUSH treatment,TOTAL,212,512,525,477,1384,6552,3771,5088,6281,2818,5199,7321,40140
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,2002,2705,3119,2552,3206,3524,3486,4683,3592,3022,3860,3936,39687
,14.14.c,Number of Adolescents counselled,TOTAL,8,8,9,6,20,124,123,353,143,110,288,344,1536
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,2300,2156,2011,3054,5648,6985,10924,12311,10963,9364,11217,13217,90150
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,198,98,197,114,793,687,801,1497,1277,1042,1010,1162,8876
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,583,703,674,530,1157,1430,1641,1750,1788,1776,1788,2474,16294
,,,2. Number Positive,1,2,,,5,3,2,12,13,7,10,7,62
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,237,256,468,381,638,852,1727,1387,1535,1375,1754,1997,12607
,,,2. Number Positive,,,,,2,4,5,4,6,,1,12,34
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,1019,878,728,1015,2762,4261,5541,5261,5777,4388,5964,6068,43662
,,,2. Number Positive,,,,,1,,1,5,8,,3,12,30
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,1839,1837,1870,1926,4557,6543,8909,8398,9100,7539,9506,10539,72563
,,,2. Number Positive,1,2,,,8,7,8,21,27,7,14,31,126
,15.2,Number of Widal tests conducted,Number tested,67,101,52,172,549,699,775,913,750,716,998,883,6675
,15.3.a,Number of VDRL tests conducted on males,Number tested,93,82,220,363,303,187,201,564,622,517,473,724,4349
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,44,129,197,356,94,340,789,295,209,314,382,1057,4206
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,241,258,340,210,664,701,397,757,1182,970,1250,1087,8057
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,378,469,757,929,1061,1228,1387,1616,2013,1801,2105,2868,16612
,15.4.1,Number of blood smears examined for Malaria,TOTAL,31648,54585,74195,106466,82983,85059,118256,122356,86766,76142,67146,104307,1009909
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,575,1336,2023,2495,1306,1365,1653,1520,1134,716,785,981,15889
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,645,1598,1499,1292,941,794,1299,2445,1899,958,952,1779,16101
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,295209,422408,483550,446719,480349,426626,362736,366053,413957,406915,406508,402238,4913268
,,,2. Stocks Received,98380,173604,160550,186370,95200,50700,116245,119800,99650,73450,93250,50400,1317599
,,,3. Unusable Stock,,3150,,,,,,,,,,,3150
,,,4. Stock Distributed,100618,124444,169114,149194,111357,145960,105569,72942,108938,74057,96375,99747,1358315
,,,5. Total Stock,292971,468418,474986,483895,464192,331366,373412,412911,404669,406308,403383,352891,4869402
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,636696,530912,706352,585590,614343,560811,463850,506732,551036,607842,738884,657166,7160214
,,,2. Stocks Received,98570,357286,368660,200315,310340,75100,233560,176500,235500,744578,862050,49050,3711509
