state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,,,,,,,1,1,,,2,,4,
,,2. 15-55 yrs.,4,12,14,7,8,6,6,6,13,7,16,8,107,
,,3. Above 55 yrs.,4,,1,,3,3,,1,1,2,2,,17,
,,4. Total,8,12,15,7,11,9,7,8,14,9,20,8,128,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,4,2,5,1,3,,5,1,2,5,5,7,40,
,,2. 15-55 yrs.,179,207,174,163,193,199,188,196,199,274,239,250,2461,
,,3. Above 55 yrs.,235,254,250,205,297,339,301,263,363,459,412,370,3748,
,,4. Total,418,463,429,369,493,538,494,460,564,738,656,627,6249,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,1,4,2,4,,5,2,2,5,2,3,5,35,
,,2. 15-55 yrs.,20,25,26,34,22,36,33,30,23,39,30,34,352,
,,3. Above 55 yrs.,27,36,30,37,33,45,37,34,40,58,52,40,469,
,,4. Total,48,65,58,75,55,86,72,66,68,99,85,79,856,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,1,,,3,1,,,5,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,1,,,3,1,,,5,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,1,,1,1,1,1,1,,,,1,7,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,1,,1,1,1,1,1,,,,1,7,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,2,3,1,3,4,2,2,3,4,3,4,4,35,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,2,3,1,3,4,2,2,3,4,3,4,4,35,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,4,6,8,3,6,10,5,4,6,5,5,6,68,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,4,6,8,3,6,10,5,4,6,5,5,6,68,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,1,,,1,,2,4,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,,,,,1,,,1,,2,4,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,,,,,,,
,,2. 15-49 yrs,16,18,24,18,41,29,29,24,27,52,32,31,341,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,16,18,24,18,41,29,29,24,27,52,32,31,341,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,19,19,23,14,9,17,14,10,11,11,13,10,170,
,,2. 15-55 yrs.,148,179,190,148,143,168,153,150,161,142,167,165,1914,
,,3. Above 55 yrs.,29,31,36,32,32,30,30,27,28,38,29,28,370,
,,4. Total,196,229,249,194,184,215,197,187,200,191,209,203,2454,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,2,1,1,1,1,3,1,1,3,4,3,1,22,
,,2. 15-55 yrs.,96,85,111,80,110,117,128,105,96,103,118,117,1266,
,,3. Above 55 yrs.,13,12,15,15,22,16,19,11,13,13,13,15,177,
,,4. Total,111,98,127,96,133,136,148,117,112,120,134,133,1465,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,3,4,4,11,7,6,5,8,5,,,1,54,
,,2. 15-55 yrs.,2,12,20,17,28,29,20,17,9,3,5,5,167,
,,3. Above 55 yrs.,5,4,4,9,16,13,8,6,5,4,4,3,81,
,,4. Total,10,20,28,37,51,48,33,31,19,7,9,9,302,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,2,5,2,1,,3,4,4,3,2,2,2,30,
,,2. 15-55 yrs.,15,29,23,21,32,36,35,42,34,35,35,35,372,
,,3. Above 55 yrs.,25,45,40,32,40,39,41,50,44,43,28,40,467,
,,4. Total,42,79,65,54,72,78,80,96,81,80,65,77,869,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,2,4,2,3,1,2,4,3,1,4,4,1,31,
,,2. 15-55 yrs.,60,59,74,72,73,84,78,59,83,79,87,82,890,
,,3. Above 55 yrs.,80,89,90,101,88,92,121,94,101,108,109,102,1175,
,,4. Total,142,152,166,176,162,178,203,156,185,191,200,185,2096,
17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,31,20,26,19,17,37,18,24,25,26,28,28,299,
,,2. 15-55 yrs.,490,485,516,404,529,561,531,528,553,666,619,608,6490,
,,3. Above 55 yrs.,1174,1246,1306,1049,1374,1517,1421,1455,1647,2081,1894,1739,17903,
,,4. Total,1695,1751,1848,1472,1920,2115,1970,2007,2225,2773,2541,2375,24692,
Haryana,1.1,Total number of pregnant women Registered for ANC,TOTAL,50944,56641,46097,47700,49056,43401,36223,46808,47020,50773,52957,55184,582804
,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,29189,31335,25590,26333,26392,22746,19923,26515,27898,31869,33713,34663,336166
,1.2,Number of Pregnant women registered under JSY,TOTAL,13618,15051,11871,12482,12507,10692,9193,11804,12325,14092,14612,15020,153267
,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,29077,32128,32120,34326,35260,33277,31469,32130,33940,28977,28698,31402,382804
,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,38652,42673,35360,35312,36767,31676,26704,34053,34092,37036,38819,41755,432899
,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,44303,47758,44637,42138,43135,40729,35868,36655,39918,40749,42756,47591,506237
,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,45234,44534,45784,48658,46336,42992,39768,41483,46496,43917,44275,48565,538042
,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,1068,1203,1068,1003,1088,997,936,1184,1396,1069,1080,1184,13276
,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,47,77,45,54,56,60,47,68,43,54,31,41,623
,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,44832,49547,40457,41170,42285,36806,30447,38123,41103,43404,44512,46639,499325
,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,1732,2187,1874,2500,2214,2466,1895,2367,2276,1861,1441,1855,24668
,1.8,Number of pregnancy test kits used at SC level,TOTAL,12247,14587,16191,17386,16391,16374,15399,19810,24259,19755,19166,21128,212693
,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,372,371,426,397,520,396,594,508,416,313,357,219,4889
,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,3611,3621,3740,4554,5911,5486,5056,5168,5022,5023,3681,3196,54069
,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,3983,3992,4166,4951,6431,5882,5650,5676,5438,5336,4038,3415,58958
,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,2039,2057,2180,2429,2970,2688,2715,2654,2643,2366,2065,1793,28599
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,16572,18837,20104,24147,28580,28310,27026,24890,24622,23798,20060,19668,276614
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,13007,14729,16120,19059,22710,22053,21134,18910,18601,17794,15519,15295,214931
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1594,2423,2196,1693,1607,2147,2133,1815,1769,2067,1693,1474,22611
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,864,1216,928,962,924,810,853,457,402,455,682,360,8913
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,12721,12699,13145,14763,17166,17670,18609,17000,16915,15077,13051,13854,182670
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,3,6,6,1,5,19,8,9,10,9,14,4,94
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,92,110,71,70,97,135,133,134,99,110,112,84,1247
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,1666,1902,1754,2193,2452,2526,2438,2353,2434,2321,1930,1966,25935
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,1761,2018,1831,2264,2554,2680,2579,2496,2543,2440,2056,2054,27276
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,3383,3337,3475,3774,4572,4583,5091,4667,4669,4416,3841,3775,49583
,4.1.1.a,Number of male live births,TOTAL,17593,18682,19632,23267,27576,27308,27234,25088,24747,23379,19644,19467,273617
,4.1.1.b,Number of female live births,TOTAL,15278,16443,17424,20118,24081,24035,23715,22012,21841,20511,17123,17169,239750
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,32871,35125,37056,43385,51657,51343,50949,47100,46588,43890,36767,36636,513367
,4.1.2,Number of still births,TOTAL,521,536,579,676,734,729,659,652,648,587,540,495,7356
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,2016,2120,1906,1859,1843,1568,1343,1569,1627,1827,1890,2108,21676
,4.2.1,Number of Newborns weighed at birth,TOTAL,31634,33743,35585,41626,50033,49192,49196,45005,45052,42278,35691,33924,492959
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,4281,5034,5474,6818,7677,7338,7394,6114,6690,6293,4668,4228,72009
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,29331,31193,33627,38722,45749,45884,45813,42422,41105,39163,32995,31059,457063
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,656,708,716,951,755,489,715,566,514,428,298,328,7124
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,708,779,788,1126,1129,970,756,956,833,711,497,637,9890
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,5254,5917,7092,6217,7984,8003,8956,8202,9303,8324,6869,7118,89239
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,6618,7404,8596,8294,9868,9462,10427,9724,10650,9463,7664,8083,106253
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,520,523,662,558,805,636,619,629,863,880,665,616,7976
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,2501,2516,2933,2856,3622,3689,4585,3869,4454,4172,3729,3422,42348
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,292,395,383,408,790,436,338,310,552,421,392,732,5449
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,2021,2253,3002,2523,2895,3151,3185,3200,3294,3149,2541,2060,33274
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,1024,1242,1369,1248,1636,1387,1218,1321,1515,1438,1045,1255,15698
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,20944,22327,24391,27606,31225,30434,28970,27725,28962,26475,21773,21704,312536
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,15658,16704,16806,20168,20800,21544,20989,20319,20124,19781,17062,16955,226910
,6.3,PNC maternal complications attended,TOTAL,434,448,373,516,547,554,578,523,716,497,402,581,6169
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,1417,1421,1337,1427,1142,1013,887,1121,1322,1453,1383,1553,15476
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,70,66,47,46,43,33,35,42,30,51,52,54,569
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,1487,1487,1384,1473,1185,1046,922,1163,1352,1504,1435,1607,16045
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,1769,1832,1811,1863,2014,1544,1697,1819,2012,2040,2116,2123,22640
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,2495,2327,2387,2489,2233,2139,1929,2371,2576,2263,1883,2144,27236
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,8223,8348,9368,9298,9926,9052,8311,9845,9568,9796,8468,9154,109357
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,10718,10675,11755,11787,12159,11191,10240,12216,12144,12059,10351,11298,136593
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,27,27,18,27,23,26,27,30,21,25,38,0,289
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,4,17,11,10,5,10,7,14,15,12,13,3,121
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,37,130,85,91,75,103,52,120,126,124,144,170,1257
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,140,274,264,267,226,231,127,245,256,287,234,252,2803
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,181,421,360,368,306,344,186,379,397,423,391,425,4181
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,1,4,3,1,4,1,2,5,3,6,0,3,33
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,23,38,30,22,12,25,38,46,12,15,6,20,287
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,119,327,226,120,66,70,111,215,136,122,114,149,1775
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,871,1896,1594,604,551,769,750,1940,1557,1112,1224,1064,13932
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,1013,2261,1850,746,629,864,899,2201,1705,1249,1344,1233,15994
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,30,27,58,16,14,30,24,26,16,19,4,12,276
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,119,271,259,103,72,76,60,187,123,104,108,104,1586
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,614,2100,1868,950,596,597,408,984,1004,608,1044,1015,11788
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,1162,3328,3385,1358,1184,1077,845,1667,1780,1380,2043,1818,21027
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1895,5699,5512,2411,1852,1750,1313,2838,2907,2092,3195,2937,34401
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,612,1524,1710,620,574,546,452,696,859,746,745,636,9720
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,9,2,3,7,5,8,4,13,13,0,10,0,74
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,33,41,31,24,33,39,38,42,36,48,37,48,450
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,250,248,232,331,366,412,348,405,399,405,341,430,4167
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,292,291,266,362,404,459,390,460,448,453,388,478,4691
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,42,66,42,33,45,56,62,62,52,43,44,22,569
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,9533,10694,9858,13099,10054,9822,9413,9698,9549,9183,9097,9498,119498
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,2139,2510,2545,3074,3313,3349,3066,3023,2941,2723,2573,2608,33864
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,2259,2417,2385,2835,3030,3188,3017,2996,2856,2476,2448,2483,32390
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,4455,4778,5116,6042,6928,6882,5925,5597,5475,5465,4515,4503,65681
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,18386,20399,19904,25050,23325,23241,21421,21314,20821,19847,18633,19092,251433
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,7053,7772,8219,9950,11660,11953,10587,9981,9505,9113,7772,7666,111231
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,1889,1618,1641,1745,1961,1710,1817,1639,1801,1490,1460,1372,20143
,9.06,Number of IUCD removals,TOTAL,2764,2985,3454,3394,3519,3607,3119,3484,3518,3320,3326,3720,40210
,9.07,Number of Oral Pills cycles distributed,TOTAL,62619,69500,69531,71632,75906,74715,75049,73538,72735,71034,70106,78123,864488
,9.08,Number of Condom pieces distributed,TOTAL,1313292,1480197,1444327,1569018,1517809,1611130,1618219,1628528,1629884,1611407,1479247,1631032,18534090
,9.09,Number of Centchroman (weekly) pills given,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,9621,10558,9008,9391,8629,9157,12684,11153,11265,10585,9929,11144,123124
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,3,6,7,13,11,8,2,8,9,4,2,2,75
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,51,60,70,45,54,30,33,66,80,18,20,23,550
,9.11.2.a,Number of failures following male sterilization,TOTAL,6,3,1,3,2,4,3,1,3,5,1,3,35
,9.11.2.b,Number of failures following female sterilization,TOTAL,31,21,15,17,17,18,13,17,15,20,30,34,248
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,1,0,0,0,0,1,0,0,0,0,2
,9.12,Number of Institutions having NSV trained doctors,TOTAL,33,35,32,31,30,29,29,29,31,12,14,16,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,35676,40454,38881,43549,50896,54058,50297,53962,48640,46850,41459,41734,546456
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,165,253,178,209,143,120,187,134,156,120,297,200,2162
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,503,556,473,466,467,488,406,518,561,393,334,391,5556
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,536,589,579,532,604,575,518,579,619,509,410,474,6524
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,36055,38368,31982,35583,38713,41899,44645,52853,46263,47183,43899,44911,502354
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,38554,38746,34549,33869,34566,36355,38256,43869,47523,44926,44067,45886,481166
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,40400,42020,35480,37028,34842,34336,35296,39746,41320,45244,43060,46832,475604
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,25483,28054,28615,33368,39434,40036,39043,38351,36552,35723,31000,29544,405203
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,35897,37977,31723,35268,38041,41482,43608,52552,45569,46486,43135,44229,495967
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,38357,38449,34143,33645,34243,36039,37363,43178,47056,44333,43624,45467,475897
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,39908,41500,34925,36530,34476,33883,35098,39153,41147,44914,42183,46282,469999
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,17293,19627,20602,24352,28654,29113,28091,26934,26621,25605,22229,21838,290959
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,502,543,533,479,408,499,511,386,494,164,107,102,4728
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,776,819,703,750,768,793,789,835,860,345,308,309,8055
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,799,889,816,776,770,795,803,811,931,438,408,391,8627
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,36427,45796,42997,47219,47876,44730,40832,45889,37710,36155,34319,38406,498356
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,38101,42143,36686,39572,36008,35763,31663,38998,36898,38332,40851,45137,460152
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,9579,11796,12032,13466,13440,12898,11344,12204,10114,9509,8782,10174,135338
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,17656,22185,20918,23325,23161,21866,19403,22231,18489,17940,16701,18926,242801
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,14837,19027,17938,20955,19760,18497,16736,19641,15864,15371,14579,16485,209690
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,32493,41212,38856,44280,42921,40363,36139,41872,34353,33311,31280,35411,452491
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,40273,43949,37861,40800,37541,36353,32102,39468,37281,38745,41792,46124,472289
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,39999,43792,37649,40651,37431,36032,31946,38980,37401,38405,41161,45973,469420
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,7695,7960,6760,7517,6872,6851,5971,7059,7107,6616,7006,7676,85090
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,6482,6822,5909,6536,6020,6024,5105,6148,5887,5694,6148,6805,73580
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,14177,14782,12669,14053,12892,12875,11076,13207,12994,12310,13154,14481,158670
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,20323,31909,21254,35280,47577,35230,30224,40024,28877,22989,26128,27999,367814
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,13478,29158,15094,32861,45324,30750,26036,32621,23509,16366,20353,20458,306008
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,9339,23458,9659,26916,39872,19344,23204,28810,20296,13342,17451,16029,247720
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,45,51,46,30,62,76,53,63,61,52,52,52,643
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,1,1,1,0,3,2,0,2,1,1,0,1,13
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,287,265,223,278,281,271,244,276,332,280,286,259,3282
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,22634,23222,23510,23430,23750,23340,23593,24092,24475,24082,23755,24022,283905
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,22041,22558,23014,22818,22706,22641,22639,23338,23999,23462,22948,23562,275726
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,15164,15292,15077,15215,15719,15676,15887,16905,17172,17199,16770,17621,193697
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,10529,11777,10841,11767,10163,10630,9305,11012,10685,11433,11854,13061,133057
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,50049,44487,40824,45493,45789,42658,39553,57635,39975,34267,32274,37208,510212
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,69213,22687,14932,13605,13618,14143,16732,87975,38871,13100,11805,12772,329453
