state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,102,82,91,140,94,127,79,108,82,81,116,82,1184
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,8,0,0,0,0,0,0,0,0,0,0,0,8
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,185,162,199,349,372,319,203,416,322,159,183,159,3028
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,209,275,262,418,382,364,283,429,304,231,197,157,3511
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,394,437,461,767,754,683,486,845,626,390,380,316,6539
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,21,12,18,0,74,54,5,4,58,1,21,13,281
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,0,0,1,0,0,0,0,0,1,0,0,0,2
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,0,0,1,0,0,0,0,0,1,0,0,0,2
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,25,2,0,0,5,244,0,0,0,0,16,0,292
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,38,35,12,39,12,33,7,9,34,50,11,28,308
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,63,37,12,39,17,277,7,9,34,50,27,28,600
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,20,7,17,20,16,32,29,20,17,43,40,27,288
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,20,7,17,20,16,32,29,20,17,43,40,27,288
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,2,0,0,0,0,0,0,5,0,0,0,0,7
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,8,6,1,3,6,4,2,2,2,4,8,6,52
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,10,6,1,3,6,4,2,7,2,4,8,6,59
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,1,2,0,2,0,1,4,0,0,1,0,2,13
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,35,25,24,57,35,34,29,18,36,24,39,35,391
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,22,28,37,61,56,63,39,35,34,51,30,36,492
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,152,102,126,167,163,185,164,120,131,116,139,171,1736
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,210,157,187,287,254,283,236,173,201,192,208,244,2632
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.06,Number of IUCD removals,TOTAL,69,57,80,87,79,113,99,98,103,88,132,76,1081
,9.07,Number of Oral Pills cycles distributed,TOTAL,1290,1240,1119,1540,1409,1935,1727,1781,1471,1309,1599,1679,18099
,9.08,Number of Condom pieces distributed,TOTAL,3299,3880,3676,5431,5791,4000,3614,3685,2995,3776,2374,2209,44730
,9.09,Number of Centchroman (weekly) pills given,TOTAL,3,10,5,80,40,6,2,94,176,20,67,30,533
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,246,200,303,274,369,195,116,128,157,221,164,235,2608
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,1
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,0,0,1,0,0,0,0,0,0,0,0,0,1
,9.11.2.a,Number of failures following male sterilization,TOTAL,2,0,0,0,0,0,0,0,0,0,0,2,4
,9.11.2.b,Number of failures following female sterilization,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1,2
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.12,Number of Institutions having NSV trained doctors,TOTAL,20,10,11,19,19,12,22,17,23,19,20,14,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,961,981,1372,1386,1337,1401,1375,1363,1566,1511,1405,1759,16417
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,1181,1112,1188,1331,1347,1442,1436,1400,1483,1482,1594,1671,16667
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,1071,1066,1145,1258,1246,1277,1327,1286,1323,1393,1234,1519,15145
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,1099,960,1104,1222,1170,1126,1179,1100,1122,1213,1191,1308,13794
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,602,542,741,615,664,910,602,637,749,743,652,973,8430
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,1178,1169,1203,1345,1295,1441,1361,1302,1487,1422,1593,1656,16452
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,1067,1086,1151,1278,1257,1285,1280,1211,1266,1261,1235,1553,14930
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,1092,1059,1102,1200,1181,1121,1146,1038,1095,1125,1192,1342,13693
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,0,0,0,0,4,2,0,6,0,271,74,279,636
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,180,21,20,38,82,28,44,24,92,438,1921,2125,5013
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,35,18,7,22,29,22,44,34,26,74,525,1000,1836
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,28,17,13,6,26,20,22,63,40,21,100,286,642
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,867,839,987,1236,1085,1170,1157,1512,2071,932,980,1071,13907
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,16,27,41,40,85,58,121,12364,22073,90,93,107,35115
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,400,421,478,595,633,551,642,468,1142,497,532,647,7006
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,361,443,473,552,532,564,616,479,995,457,505,587,6564
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,761,864,951,1147,1165,1115,1258,947,2137,954,1037,1234,13570
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,558,576,640,866,689,679,745,607,665,703,866,878,8472
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,502,601,624,858,688,653,721,559,649,691,865,839,8250
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,155,108,89,46,77,57,44,57,37,29,30,33,762
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,156,157,203,204,317,203,305,157,991,199,142,249,3283
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,122,150,181,206,285,204,285,192,838,189,149,206,3007
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,278,307,384,410,602,407,590,349,1829,388,291,455,6290
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,191,189,135,157,172,196,201,119,190,183,123,200,2056
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,268,305,476,488,387,339,306,366,371,350,437,369,4462
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,263,325,422,491,422,327,336,424,368,308,286,321,4293
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,8,0,40,1,0,8,0,1,0,0,0,1,59
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,6,0,0,0,0,8,0,0,0,0,0,0,14
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,6,2,0,0,0,8,0,2,2,0,0,0,20
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,378,432,403,517,492,427,441,480,529,491,533,563,5686
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,316,344,340,433,398,387,403,429,451,434,456,512,4903
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,169,212,204,271,247,237,262,270,263,238,329,314,3016
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,0,0,0,0,0,0,0,0,0,0,89,26,115
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,45,60,34,313,105,125,239,426,714,552,397,715,3725
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,39,37,11,52,37,77,114,121,406,310,320,551,2075
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,7,34,11,23,6,58,47,71,278,299,201,229,1264
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,1,0,0,0,8,9
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,2,1,3,3,0,5,3,3,5,3,2,12,42
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,6,3,0,0,0,0,0,0,0,0,0,0,9
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,49,22,39,67,63,35,24,117,29,12,20,6,483
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,1808,2164,2373,3157,2358,2184,1335,1310,1238,1550,1458,1839,22774
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,288,358,586,673,802,566,287,339,278,148,175,217,4717
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,193,249,251,130,51,241,217,123,400,171,92,559,2677
,13.1,Number of Patients operated for cataract,TOTAL,66,42,42,40,9,43,20,14,40,18,35,71,440
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,66,1,27,38,9,14,20,14,36,18,40,71,354
,13.3,Number of School children detected with Refractive errors,TOTAL,18,57,21,97,121,76,65,1601,97,427,48,205,2833
,13.4,Number of children provided free glasses,TOTAL,3,15,0,49,44,56,37,37,3,11,11,41,307
,13.5,Number of eyes collected through eye donation,TOTAL,0,0,3,0,0,0,0,0,0,0,0,0,3
,13.6,Number of eyes utilised for corneal transplant,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,15,12,14,20,12,14,8,9,14,12,12,10,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,28,18,19,17,20,13,20,23,22,19,16,19,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,345,478,489,626,343,568,878,520,525,349,266,278,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,62,79,64,71,61,78,67,69,67,67,66,45,-1
,14.05,Number of RKS meetings held during the month,TOTAL,16,15,16,27,21,26,23,21,24,44,25,19,277
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,68,68,65,64,57,70,69,73,81,80,80,67,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,131,95,152,167,184,155,123,164,179,201,188,159,1898
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,11,8,8,10,17,18,15,13,12,10,10,7,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,5,6,3,5,2,5,1,1,2,1,2,5,-1
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,314,326,377,464,393,400,419,286,248,213,255,299,3994
,,,2. Adults,814,1189,1435,1624,1248,1373,1401,909,919,652,704,824,13092
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,393,259,327,445,355,370,388,392,249,216,260,310,3964
,,,2. Adults,1098,1584,1852,2250,1862,2261,1837,1467,1307,1002,1127,1371,19018
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,707,585,704,909,748,770,807,678,497,429,515,609,7958
,,,2. Adults,1912,2773,3287,3874,3110,3634,3238,2376,2226,1654,1831,2195,32110
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,34,25,36,40,27,39,16,31,40,31,22,25,366
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,20,22,22,37,25,27,13,23,13,13,13,13,241
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,54,47,58,77,52,66,29,54,53,44,35,38,607
,14.11,In-Patient Head Count at midnight,TOTAL,1704,2133,1680,2175,2375,2497,1822,1834,3737,994,1706,1598,24255
,14.12.1,OPD attendance (All),TOTAL,69103,82163,92573,105297,94551,97950,82270,72519,75217,61985,67616,62802,964046
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,156,120,110,134,123,1485,103,244,105,76,72,156,2884
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,509,454,517,627,426,559,437,432,435,336,434,351,5517
,14.14.a,Number of patients given AYUSH treatment,TOTAL,1984,2633,4700,6485,6104,5293,6125,5055,4070,3587,3830,3858,53724
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,1380,2525,2367,3247,2233,3031,1899,2175,2282,2075,2155,2595,27964
,14.14.c,Number of Adolescents counselled,TOTAL,0,0,4,0,140,0,0,0,17,142,228,0,531
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,1677,2167,2461,3252,2295,2652,2202,1885,2429,1766,2032,2225,27043
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,59,69,108,367,192,79,125,69,61,78,58,47,1312
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,245,296,349,459,395,310,361,491,643,445,375,465,4834
,,,2. Number Positive,3,0,0,12,0,0,0,10,0,0,12,0,37
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,291,266,390,511,272,400,467,768,659,559,423,503,5509
,,,2. Number Positive,3,0,0,0,2,1,0,3,0,1,2,0,12
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,485,460,451,620,512,590,630,454,641,442,416,551,6252
,,,2. Number Positive,5,4,3,12,4,5,0,23,0,3,0,1,60
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,1021,1022,1190,1590,1179,1300,1458,1713,1943,1446,1214,1519,16595
,,,2. Number Positive,11,4,3,24,6,6,0,36,0,4,14,1,109
,15.2,Number of Widal tests conducted,Number tested,776,1062,1467,2820,2444,2198,1525,1223,1131,836,831,1244,17557
,15.3.a,Number of VDRL tests conducted on males,Number tested,231,194,226,206,102,300,132,327,548,120,137,149,2672
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,221,333,227,203,112,368,207,347,368,320,200,267,3173
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,393,320,632,637,516,856,556,428,494,389,599,644,6464
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,845,847,1085,1046,730,1524,895,1102,1410,829,936,1060,12309
,15.4.1,Number of blood smears examined for Malaria,TOTAL,5790,7284,10962,15838,11189,10860,9365,7772,5644,4156,5433,4685,98978
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,436,347,785,1094,1184,715,459,427,239,206,188,363,6443
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,145,229,489,537,664,406,495,396,173,122,145,81,3882
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,10560,7500,9860,13180,11495,7625,8195,9135,11000,10785,10655,24645,134635
,,,2. Stocks Received,0,0,4000,5100,0,3500,3000,5500,2500,54500,14550,100,92750
,,,3. Unusable Stock,1000,0,400,0,0,0,0,0,0,0,0,0,1400
,,,4. Stock Distributed,1950,1530,2680,8595,3280,2930,2150,2330,3970,54630,7130,3520,94695
,,,5. Total Stock,7610,5970,10780,9685,8215,8195,9045,12305,9530,10655,18075,21225,131290
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,15200,6880,15005,23035,17940,13360,13120,12240,9600,6380,6160,23880,162800
,,,2. Stocks Received,0,0,8000,6000,0,3500,5000,1000,0,5000,103000,26500,158000
,,,3. Unusable Stock,0,0,0,3020,0,0,0,0,0,0,0,0,3020
,,,4. Stock Distributed,3480,870,1735,8580,4910,3740,5880,3500,3560,5220,96500,28760,166735
,,,5. Total Stock,11720,6010,21270,17435,13030,13120,12240,9740,6040,6160,12660,21620,151045
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,9929,7549,10849,14950,13950,14040,13830,13220,12770,10770,8900,16130,146887
,,,2. Stocks Received,0,0,4000,2000,0,2500,2000,3000,500,3000,9550,1500,28050
,,,3. Unusable Stock,0,0,700,0,0,0,0,0,0,0,0,0,700
,,,4. Stock Distributed,1910,1130,2190,3530,2540,2710,2535,2730,3970,4870,6940,2970,38025
,,,5. Total Stock,8019,6419,11959,13420,11410,13830,13295,13490,9300,8900,11510,14660,136212
,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,92,2,2,0,0,0,0,0,0,0,0,0,96
,,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,50,0,0,0,0,0,0,0,0,0,0,0,50
,,,5. Total Stock,42,2,2,0,0,0,0,0,0,0,0,0,46
,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,10725,9175,11250,13870,11840,13305,13025,11275,12650,11335,6075,14425,138950
,,,2. Stocks Received,0,0,3000,2000,0,2500,1500,3000,1500,5000,15100,3000,36600
,,,3. Unusable Stock,500,0,440,0,0,0,0,0,0,0,0,0,940
,,,4. Stock Distributed,1810,955,1660,4390,2425,2520,3250,3060,3600,6920,6720,2870,40180
,,,5. Total Stock,8415,8220,12150,11480,9415,13285,11275,11215,10550,9415,14455,14555,134430
,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,5785,3575,6055,8960,9130,8520,20285,19480,11159,12394,11694,30989,148026
,,,2. Stocks Received,0,0,3000,1500,0,12750,5500,97435,23250,1000,21715,1000,167150
,,,3. Unusable Stock,0,0,250,0,0,0,0,0,0,0,0,0,250
,,,4. Stock Distributed,1025,910,1335,1705,1595,955,6530,97676,22495,1700,5592,18272,159790
,,,5. Total Stock,4760,2665,7470,8755,7535,20315,19255,19239,11914,11694,27817,13717,155136
,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,2000,2000,2000,2000,2000,2000,1000,500,1000,500,500,500,16000
,,,2. Stocks Received,0,0,0,0,0,0,0,3500,0,0,0,7000,10500
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,0,0,0,0,0,1000,500,3000,500,0,0,500,5500
,,,5. Total Stock,2000,2000,2000,2000,2000,1000,500,1000,500,500,500,7000,21000
,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,0,0,0,0,0,0,19500,500,4000,3840,3840,9445,41125
,,,2. Stocks Received,0,0,0,0,0,20000,0,2100,1500,6300,5200,1050,36150
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,0,0,0,0,0,500,0,500,2060,5560,2590,1325,12535
,,,5. Total Stock,0,0,0,0,0,19500,19500,2100,3440,4580,6450,9170,64740
,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,271,251,350,759,564,746,961,941,937,814,674,452,7720
,,,2. Stocks Received,0,0,400,0,0,400,0,0,0,0,200,0,1000
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,20,51,125,230,105,185,20,2,125,140,322,100,1425
,,,5. Total Stock,251,200,625,529,459,961,941,939,812,674,552,352,7295
,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,22169,20530,22885,48667,40067,41110,36110,30610,29467,25720,20880,8573,346788
,,,2. Stocks Received,0,0,18000,0,0,1000,0,0,0,0,0,1200,20200
3. Unusable Stock,,,0,0,0,0,0,0,0,0,0,0,0,1870,1870,
4. Stock Distributed,,,1639,2645,2829,9800,7457,5500,6500,850,4000,5013,5290,2953,54476,
5. Total Stock,,,20530,17885,38056,38867,32610,36610,29610,29760,25467,20707,15590,4950,310642,
16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,6620,6170,5950,10200,9645,9165,7815,6155,5420,6585,5235,2065,81025,
,,2. Stocks Received,0,0,3000,1000,0,0,0,0,2000,1000,1000,0,8000,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,450,220,1900,3100,1880,1350,1660,300,1240,2350,1230,360,16040,
,,5. Total Stock,6170,5950,7050,8100,7765,7815,6155,5855,6180,5235,5005,1705,72985,
16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,1050,650,450,4750,4150,4050,3800,3400,3000,3550,3150,2000,34000,
,,2. Stocks Received,0,0,4000,0,0,1000,2000,0,1000,0,0,0,8000,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,400,200,400,1300,550,1250,2400,400,450,400,450,50,8250,
,,5. Total Stock,650,450,4050,3450,3600,3800,3400,3000,3550,3150,2700,1950,33750,
16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,300,290,280,100,100,0,0,0,0,0,0,0,1070,
,,2. Stocks Received,0,0,0,0,0,100,0,0,0,0,0,0,100,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,10,10,10,100,100,100,0,0,0,0,0,0,330,
,,5. Total Stock,290,280,270,0,0,0,0,0,0,0,0,0,840,
16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,0,17,23,23,23,23,23,23,23,23,23,224,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,23,23,23,0,0,0,69,
,,5. Total Stock,0,0,17,23,23,23,0,0,0,23,23,23,155,
