state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,46,22,90,101,73,67,85,90,86,104,112,78,954
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,79,36,107,131,107,93,131,127,119,157,195,121,1403
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,,,,,,,,,,,,,
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,,,,,,,,,,,,,
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,,,,,,1,,,,,,,1
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,,,,,,,,,,,,,
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,,,,,,1,,,,,,,1
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,,,,,,,,,,,,,
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,38,,,,,85,105,,93,221,138,56,736
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,,,,,,,,,,,,,
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,38,,,,,85,105,,93,221,138,56,736
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,,,,,,,,,,,,,
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,,,,,,,,,,,,,
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,31,23,19,28,13,12,19,30,29,38,42,24,308
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,31,23,19,28,13,12,19,30,29,38,42,24,308
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,,,,,,,,,,,,,
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,,,,,,,,,,,,,
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,,,,,,,,,,,,,
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,,,,,,,,,,,,,
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,5,4,9,5,,7,3,3,6,6,4,4,56
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,,,,,,,,,,,,,
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,3,5,5,,1,3,,1,2,2,4,2,28
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,,3,6,3,7,5,,,,,,,24
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,8,12,20,8,8,15,3,4,8,8,8,6,108
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.06,Number of IUCD removals,TOTAL,4,5,4,4,2,5,8,15,6,10,4,4,71
,9.07,Number of Oral Pills cycles distributed,TOTAL,109,115,186,149,195,393,299,295,289,326,350,377,3083
,9.08,Number of Condom pieces distributed,TOTAL,4155,4368,6390,8163,9125,9648,9939,8868,7721,7908,9219,9613,95117
,9.09,Number of Centchroman (weekly) pills given,TOTAL,,,220,,,,,5,123,3,,,351
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,,,,,,1,,2,,,,,3
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,,,,,,,,,,,,,
,9.11.2.a,Number of failures following male sterilization,TOTAL,,,,,,,,5,,,,,5
,9.11.2.b,Number of failures following female sterilization,TOTAL,,,,,,,,,,,,,
,9.11.3.a,Number of deaths following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.3.b,Number of deaths following female sterilization,TOTAL,,,,,,,,,,,,,
,9.12,Number of Institutions having NSV trained doctors,TOTAL,,,,2,,,,,,,,,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,548,487,625,607,629,692,609,681,793,786,564,649,7670
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,435,447,525,501,471,572,605,618,723,796,569,571,6833
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,495,435,461,531,505,490,587,605,657,735,810,588,6899
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,601,480,475,480,532,528,489,578,655,659,732,886,7095
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,305,305,320,354,329,417,379,375,264,251,178,231,3708
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,428,444,519,510,471,573,604,623,723,821,571,571,6858
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,501,437,461,522,505,490,587,593,657,719,807,588,6867
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,590,482,470,473,532,528,489,567,655,656,726,886,7054
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,,,,,,,,,,17,,,17
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,,,,,,,,,,3,,,3
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,489,520,595,508,579,675,582,467,532,523,545,685,6700
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,,,,,,,,,,,,,
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,209,267,292,232,311,344,295,245,274,274,274,378,3395
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,241,240,273,239,267,327,286,205,256,243,269,304,3150
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,450,507,565,471,578,671,581,450,530,517,543,682,6545
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,425,298,565,557,474,522,585,485,503,464,524,512,5914
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,421,298,565,555,470,519,588,484,505,466,523,512,5906
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,,43,138,34,28,50,22,5,2,12,18,,352
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,43,25,60,25,46,24,24,37,36,43,28,34,425
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,43,18,53,31,40,12,24,20,36,24,21,32,354
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,86,43,113,56,86,36,48,57,72,67,49,66,779
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,118,139,204,649,733,675,279,384,695,198,298,275,4647
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,27,63,275,1027,1547,1027,540,497,477,760,992,208,7440
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,28,72,209,494,1253,935,1116,140,758,609,218,282,6114
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,,,,1,2,3
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,,,,,1,1
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,5,,,,2,7
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,108,92,108,105,108,117,117,102,115,107,106,112,1297
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,88,74,95,90,91,105,105,88,99,96,100,102,1133
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,32,26,38,36,34,45,41,38,40,42,47,43,462
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,,,,,,,,,,,,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,419,443,479,386,461,544,402,341,394,321,274,312,4776
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,320,387,548,416,412,346,307,309,203,186,155,94,3683
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,33,25,9,120,123,7,27,18,60,63,14,83,582
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,10,25,,,,2,1,,11,6,11,9,75
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,253,220,271,658,843,1517,536,390,174,501,514,303,6180
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,43,5,48,87,229,133,449,142,124,44,53,93,1450
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,,,,,150,,16,,,,,,166
,13.1,Number of Patients operated for cataract,TOTAL,32,28,24,18,13,24,17,24,23,39,49,31,322
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,,,,,,,,,,,,,
,13.3,Number of School children detected with Refractive errors,TOTAL,,,,,,,,,,,,,
,13.4,Number of children provided free glasses,TOTAL,,,,,,,,,,,,,
,13.5,Number of eyes collected through eye donation,TOTAL,,,,,,,,,,,,,
,13.6,Number of eyes utilised for corneal transplant,TOTAL,,,,,,,,,,,,,
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,1,1,1,1,1,2,1,1,1,1,1,1,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,5,5,5,5,5,5,5,5,5,5,4,5,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,42,34,85,45,42,53,55,52,43,47,46,41,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,2,2,2,2,2,2,2,2,2,2,2,2,-1
,14.05,Number of RKS meetings held during the month,TOTAL,1,1,1,1,1,1,1,1,1,1,2,1,13
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,7,7,7,7,7,7,7,7,7,7,7,7,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,258,313,292,292,322,325,296,328,256,298,282,247,3509
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,1,1,1,1,1,1,1,1,1,1,1,1,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,4,4,4,4,4,4,4,4,4,4,4,4,-1
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,964,1471,905,1511,1564,1145,897,745,637,510,427,557,11333
,,,2. Adults,1217,1230,1294,1873,2093,1563,1436,1301,1131,902,825,1057,15922
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,1056,1002,976,1523,2012,1707,833,709,577,491,410,507,11803
,,,2. Adults,1722,1084,1709,2243,2931,1230,2099,1905,1698,1356,1261,1367,20605
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,2020,2473,1881,3034,3576,2852,1730,1454,1214,1001,837,1064,23136
,,,2. Adults,2939,2314,3003,4116,5024,2793,3535,3206,2829,2258,2086,2424,36527
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,25,20,30,26,35,42,34,28,30,35,27,32,364
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,24,15,9,22,31,25,19,13,13,14,18,10,213
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,49,35,39,48,66,67,53,41,43,49,45,42,577
,14.11,In-Patient Head Count at midnight,TOTAL,4078,4174,4149,5889,7078,4103,3659,3559,3138,2531,2333,2979,47670
,14.12.1,OPD attendance (All),TOTAL,48865,48655,52134,71120,74825,65181,54357,52670,50438,52776,49943,55507,676471
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,148,130,123,129,128,129,131,344,179,130,129,120,1820
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,310,249,364,342,336,339,381,901,379,403,354,421,4779
,14.14.a,Number of patients given AYUSH treatment,TOTAL,1770,1658,2084,2809,3130,2224,4351,1332,1261,1199,1501,1425,24744
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,2455,2417,2508,2721,2453,2795,389,2230,2861,2662,272,2755,26518
,14.14.c,Number of Adolescents counselled,TOTAL,,,,,,,,,,,,,
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,4271,4290,5118,7014,7702,7575,6277,6014,5272,3789,4181,4875,66378
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,32,5,24,43,31,18,13,19,24,13,8,17,247
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,327,323,280,255,231,283,254,241,336,200,204,,2934
,,,2. Number Positive,,4,4,6,6,,1,1,5,2,2,,31
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,117,139,166,125,100,130,125,120,155,176,246,,1599
,,,2. Number Positive,,,1,,,1,1,1,2,1,4,,11
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,472,468,494,446,416,419,399,399,521,298,134,,4466
,,,2. Number Positive,,1,1,,1,1,,,,,1,,5
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,916,930,940,826,747,832,778,760,1012,674,584,,8999
,,,2. Number Positive,,5,6,6,7,2,2,2,7,3,7,,47
,15.2,Number of Widal tests conducted,Number tested,758,885,888,1689,1746,2254,1950,1860,1090,769,734,796,15419
,15.3.a,Number of VDRL tests conducted on males,Number tested,18,5,50,257,7,106,10,5,11,12,16,1,498
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,242,9,326,168,,129,27,26,7,8,3,1,946
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,295,38,221,153,48,242,,45,21,33,33,26,1155
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,555,52,597,578,55,477,37,76,39,53,52,28,2599
,15.4.1,Number of blood smears examined for Malaria,TOTAL,3080,2390,4001,10287,8690,7850,5093,4449,3700,2301,2485,3331,57657
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,214,257,330,474,827,451,213,133,89,63,75,213,3339
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,104,33,16,95,325,487,398,308,258,57,40,129,2250
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,23660,21660,19160,17160,13160,12160,9460,7460,19260,16260,12760,8260,180420
,,,2. Stocks Received,,,,,,,,15000,,,,,15000
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,2000,2500,2000,4000,1000,2700,2000,3200,3000,3500,4500,1500,31900
,,,5. Total Stock,21660,19160,17160,13160,12160,9460,7460,19260,16260,12760,8260,6760,163520
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,20270,18270,14770,13270,9770,7270,1800,8100,3900,1000,,6300,104720
,,,2. Stocks Received,,,,,,,10000,,,,12000,3670,25670
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,2000,3500,1500,3500,2500,5470,3700,4200,2900,1000,5700,1000,36970
,,,5. Total Stock,18270,14770,13270,9770,7270,1800,8100,3900,1000,0,6300,8970,93420
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,21520,20020,18520,18020,13520,10520,6770,19770,18520,16520,14520,9020,187240
,,,2. Stocks Received,,,,,,,16000,,,,,,16000
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,1500,1500,500,4500,3000,3750,3000,1250,2000,2000,5500,,28500
,,,5. Total Stock,20020,18520,18020,13520,10520,6770,19770,18520,16520,14520,9020,9020,174740
,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,2210,,,,,,,,,,,,2210
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,2210,,,,,,,,,,,,2210
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,3280,2780,780,4000,2300,6300,5000,4000,3100,1350,5000,3450,41340
,,,2. Stocks Received,,,4000,,4000,,,,,5000,,,13000
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,500,2000,780,1700,,1300,1000,900,1750,1350,1550,2700,15530
,,,5. Total Stock,2780,780,4000,2300,6300,5000,4000,3100,1350,5000,3450,750,38810
,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,3200,2450,2050,225,4900,3000,1750,1000,5400,4400,4175,3325,35875
,,,2. Stocks Received,,,,5000,,,,5000,,,,,10000
,,,3. Unusable Stock,,,1825,,,,,,,,,,1825
,,,4. Stock Distributed,750,400,,325,1900,1250,750,600,1000,225,850,,8050
,,,5. Total Stock,2450,2050,225,4900,3000,1750,1000,5400,4400,4175,3325,3325,36000
,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
3. Unusable Stock,,,,,,,,,,,,,,,,
4. Stock Distributed,,,,,,,,,,,,,,,,
5. Total Stock,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,,,,,,,1107,1107,1107,1107,1107,300,5835,
,,2. Stocks Received,,,,,,4707,,,,,,,4707,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,3600,,,,,807,100,4507,
,,5. Total Stock,0,0,0,0,0,1107,1107,1107,1107,1107,300,200,6035,
16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,590,590,590,590,590,590,2180,2180,2180,2180,2180,2180,16620,
,,2. Stocks Received,,,,,,1590,,,,,,,1590,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,590,590,
,,5. Total Stock,590,590,590,590,590,2180,2180,2180,2180,2180,2180,1590,17620,
16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,,,,,,,1492,1492,1492,1492,1492,1492,8952,
,,2. Stocks Received,,,,,,2692,,,,,,,2692,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,1200,,,,,,492,1692,
,,5. Total Stock,0,0,0,0,0,1492,1492,1492,1492,1492,1492,1000,9952,
16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.02,Stock Position of Gloves,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,,,,,,,,,,29000,,,29000,
,,2. Stocks Received,,,,,,,,,29000,,,,29000,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,29000,29000,0,0,58000,
16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,,,,,,,,,,,,,,
,,2. Stocks Received,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,,,,,,,,,,,,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,3200,3200,1800,1400,1400,1400,900,900,900,200,,,15300,
,,2. Stocks Received,,,,,,,,,,,,2000,2000,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,700,400,,,500,,,700,200,,2000,4500,
,,5. Total Stock,3200,2500,1400,1400,1400,900,900,900,200,0,0,0,12800,
16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,16000,16000,16000,11000,1000,1000,1000,950,950,750,17100,16100,97850,
,,2. Stocks Received,,,,,,,,,,20000,,12000,32000,
,,3. Unusable Stock,,,,,,,,,,,,,,
,,4. Stock Distributed,,,5000,10000,,,50,,200,3650,1000,7500,27400,
