state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,,,,,,,,,,,,,
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,214530,206034,219128,232764,225429,242494,250990,279973,250352,281497,236651,235976,2875818
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,12474,12052,13375,12868,12333,15536,15720,15902,13760,14419,14306,13873,166618
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,29425,31268,30632,26282,27640,30927,32869,32388,31217,30651,35393,36506,375198
,,,2. Number Positive,1003,1041,1088,1223,1233,1219,1321,1117,1217,1134,1237,910,13743
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,36816,31040,31540,24924,26322,30995,30192,32323,31108,29767,34401,36428,375856
,,,2. Number Positive,1059,1199,1115,1099,1130,1266,1436,1274,1129,1170,1245,873,13995
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,50134,46591,46763,41239,38847,45931,44456,44274,44242,40332,46776,47596,537181
,,,2. Number Positive,904,804,754,734,614,1325,814,1039,1151,926,1049,1136,11250
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,116375,108899,108935,92445,92809,107853,107517,108985,106567,100750,116570,120530,1288235
,,,2. Number Positive,2966,3044,2957,3056,2977,3810,3571,3430,3497,3230,3531,2919,38988
,15.2,Number of Widal tests conducted,Number tested,20104,16911,20516,28976,31141,40857,52189,40475,31005,27825,24409,22809,357217
,15.3.a,Number of VDRL tests conducted on males,Number tested,4018,5453,3357,3596,3724,4341,4140,4448,4970,5431,6286,7988,57752
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,5939,4992,5616,5569,6141,5674,5250,5993,5243,7075,7565,6683,71740
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,12956,11574,13060,13280,12125,14898,16122,16858,15575,16680,18563,17331,179022
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,22913,22019,22033,22445,21990,24913,25512,27299,25788,29186,32414,32002,308514
,15.4.1,Number of blood smears examined for Malaria,TOTAL,346084,357088,370632,425416,427229,442303,464356,434858,377070,333698,353859,348979,4681572
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3884,2387,1980,3424,2265,1829,1538,3615,1412,1761,2362,2769,29226
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,1636,2219,2360,3342,2565,1412,1390,1056,815,708,539,657,18699
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,299060,341720,282940,245430,276980,289440,254070,221430,210410,178530,145280,154440,2899730
,,,2. Stocks Received,275000,85000,180000,122500,46500,23000,75000,85000,59980,31000,111500,31500,1125980
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,232340,185280,198110,90950,47540,58370,80530,95490,76420,50460,102340,62950,1280780
,,,5. Total Stock,341720,241440,264830,276980,275940,254070,248540,210940,193970,159070,154440,122990,2744930
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,0,53300,327630,197780,226190,175940,177350,168880,170880,90770,76550,99790,1765060
,,,2. Stocks Received,57600,595280,5940,156240,98400,123840,178400,167040,82560,102800,126720,153470,1848290
,,,3. Unusable Stock,0,0,23040,0,0,0,0,0,0,0,0,0,23040
,,,4. Stock Distributed,0,320950,112670,127910,142010,122430,187310,166045,139430,104260,118260,110530,1651805
,,,5. Total Stock,57600,327630,197860,226110,182580,177350,168440,169875,114010,89310,85010,142730,1938505
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,203220,278020,316240,239000,275240,309980,321680,307500,243060,749460,145800,157300,3546500
,,,2. Stocks Received,199500,300000,313940,330000,270000,260000,325000,255000,775000,172000,820600,51300,4072340
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,243320,261780,337380,293760,236180,248300,347560,318640,235900,776980,810100,102820,4212720
,,,5. Total Stock,159400,316240,292800,275240,309060,321680,299120,243860,782160,144480,156300,105780,3406120
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,364495,438985,376415,325285,341015,340735,247465,242215,305535,192675,172345,174755,3521920
,,,2. Stocks Received,220000,90000,200000,197500,155000,85000,258000,244800,130000,79500,165000,117500,1942300
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,191460,152570,203280,181770,150280,174995,249050,209040,202060,109310,188650,100590,2113055
,,,5. Total Stock,393035,376415,373135,341015,345735,250740,256415,277975,233475,162865,148695,191665,3351165
,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,221060,0,0,0,0,0,0,0,0,0,0,0,221060
,,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,5. Total Stock,221060,0,0,0,0,0,0,0,0,0,0,0,221060
,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,243510,349590,303740,261460,275690,306540,255580,257840,262760,225190,190940,165815,3098655
,,,2. Stocks Received,174500,79500,135000,136000,135000,50000,171000,149000,112000,73000,114000,110000,1439000
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,13590,13590
,,,4. Stock Distributed,127520,125350,148580,121770,104150,100960,158960,141820,167820,91780,139125,69130,1496965
,,,5. Total Stock,290490,303740,290160,275690,306540,255580,267620,265020,206940,206410,165815,193095,3027100
,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,46195,69720,48045,35025,42580,74795,74090,89765,104910,27760,31325,76235,720445
,,,2. Stocks Received,105000,96500,128500,130000,140000,95000,164000,152000,58750,53925,155850,79000,1358525
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,108595,117905,133640,123015,97785,95705,150350,143685,127865,59280,110940,87890,1356655
,,,5. Total Stock,42600,48315,42905,42010,84795,74090,87740,98080,35795,22405,76235,67345,722315
,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,230,150,21125,7665,0,23825,13670,21900,20895,3110,4400,3400,120370
,,,2. Stocks Received,25000,40000,20000,0,40000,15000,35000,30000,10000,20000,15000,20000,270000
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,25080,19025,33460,7665,16175,25155,26770,31005,27135,7290,16000,16250,251010
,,,5. Total Stock,150,21125,7665,0,23825,13670,21900,20895,3760,15820,3400,7150,139360
,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,194610,251210,230110,191480,254630,236700,224140,199310,165080,104100,133260,118680,2303310
,,,2. Stocks Received,170000,137500,126000,129500,15000,15000,10500,7500,5000,10000,20000,21000,667000
,,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,4. Stock Distributed,161830,158600,153430,66350,32830,27560,39970,32940,29380,14560,34580,28860,780890
,,,5. Total Stock,202780,230110,202680,254630,236800,224140,194670,173870,140700,99540,118680,110820,2189420
,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,29599,41869,29541,16752,15366,50904,44309,38010,46416,32556,69696,48576,463594
2. Stocks Received,,,0,0,0,0,39600,32650,4200,10500,0,33840,0,0,120790,
3. Unusable Stock,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. Stock Distributed,,,1020,2358,3839,1386,4062,35345,18439,5044,6210,6850,21120,11025,116698,
5. Total Stock,,,28579,39511,25702,15366,50904,48209,30070,43466,40206,59546,48576,37551,467686,
16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,1500310,1968700,2549309,2761101,2363831,3302091,1959801,918962,653400,347603,360263,3262033,21947404,
,,2. Stocks Received,105840,648049,930459,0,1638460,616320,0,0,0,0,2719790,477450,7136368,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,284350,201180,627390,397270,710280,1415810,812850,405782,211797,64300,182520,867350,6180879,
,,5. Total Stock,1321800,2415569,2852378,2363831,3292011,2502601,1146951,513180,441603,283303,2897533,2872133,22902893,
16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,75650,52050,59200,38080,29380,257280,225630,153760,157070,273000,398550,282235,2001885,
,,2. Stocks Received,0,0,0,0,246400,128200,21000,19000,154800,126600,0,0,696000,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,15450,15500,21120,8700,18500,113450,96770,37570,22670,46350,116515,101830,614425,
,,5. Total Stock,60200,36550,38080,29380,257280,272030,149860,135190,289200,353250,282035,180405,2083460,
16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,32596,34826,29386,22106,18936,15812,9362,5922,6894,4769,5344,4834,190787,
,,2. Stocks Received,0,0,0,0,0,0,12900,3300,0,0,0,0,16200,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,2020,2890,7280,3170,3124,6450,15940,2741,1365,100,510,884,46474,
,,5. Total Stock,30576,31936,22106,18936,15812,9362,6322,6481,5529,4669,4834,3950,160513,
16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,7585,7835,7635,7635,10470,10680,6680,6680,7580,7380,5680,5280,91120,
,,2. Stocks Received,0,0,0,5000,2210,0,0,0,0,0,0,7000,14210,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,750,200,0,2165,3000,1000,0,100,200,1700,400,1100,10615,
,,5. Total Stock,6835,7635,7635,10470,9680,9680,6680,6580,7380,5680,5280,11180,94715,
16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.02,Stock Position of Gloves,1. Balance From Previous Month,3600,4100,4100,2450,2040,1665,815,690,534,220,215,195,20624,
,,2. Stocks Received,1200,0,0,0,0,200,0,0,0,0,0,4000,5400,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,700,0,1650,410,375,1050,125,156,214,5,20,943,5648,
,,5. Total Stock,4100,4100,2450,2040,1665,815,690,534,320,215,195,3252,20376,
16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,11310046,9623190,9107890,7390840,4302800,4045800,3343800,2973800,1276000,1332300,1361400,7223150,63291016,
,,2. Stocks Received,0,0,0,0,0,0,0,0,1200000,494500,6682150,1979850,10356500,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,1686856,515300,1717050,3088040,257000,558000,370000,1836800,365000,585100,820400,1467000,13266546,
,,5. Total Stock,9623190,9107890,7390840,4302800,4045800,3487800,2973800,1137000,2111000,1241700,7223150,7736000,60380970,
16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,116044,400881,419174,346471,177676,94870,57130,42530,24436,7936,1166765,830461,3684374,
,,2. Stocks Received,64701,63893,38640,0,51900,0,34942,0,7170,294760,1975225,150000,2681231,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,44401,45600,111343,168795,82806,38040,49542,18194,23670,7636,2311529,184600,3086156,
,,5. Total Stock,136344,419174,346471,177676,146770,56830,42530,24336,7936,295060,830461,795861,3279449,
16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,10400,10400,3000,3000,3000,1000,0,0,0,72,64,0,30936,
,,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,12397,0,12397,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,0,7400,0,0,2000,1000,0,0,0,8,7016,0,17424,
,,5. Total Stock,10400,3000,3000,3000,1000,0,0,0,0,64,5445,0,25909,
16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,25650,25380,22785,7604,6642,6324,5138,5359,3813,4158,29582,15761,158196,
,,2. Stocks Received,0,0,0,198,14336,0,0,0,0,27367,20410,0,62311,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,230,2595,14869,1180,14726,390,607,815,294,8719,39676,201,84302,
,,5. Total Stock,25420,22785,7916,6622,6252,5934,4531,4544,3519,22806,10316,15560,136205,
16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,120074,105339,109225,84325,64250,20630,13900,13900,11860,6080,5000,3800,558383,
,,2. Stocks Received,0,251800,19200,400,0,0,0,0,1300,0,0,120500,393200,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,14735,247914,44100,20475,43620,5250,0,2570,6680,700,1200,82800,470044,
,,5. Total Stock,105339,109225,84325,64250,20630,15380,13900,11330,6480,5380,3800,41500,481539,
16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,81425,60605,43185,128740,78055,145695,96885,137630,80225,117705,134430,209330,1313910,
,,2. Stocks Received,0,0,118800,13200,165000,0,112200,46200,95700,33000,92400,126000,802500,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,20790,17420,20145,63885,96360,48810,43455,78105,27120,26410,37300,97880,577680,
,,5. Total Stock,60635,43185,141840,78055,146695,96885,165630,105725,148805,124295,189530,237450,1538730,
16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,1394720,1334350,884650,1681850,1139950,2095450,2126900,1581200,2140750,1128350,2590950,1977850,20076970,
,,2. Stocks Received,0,0,1522600,151200,1504800,639000,435000,1245000,0,1839000,0,936000,8272600,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,251370,348900,577900,693100,549300,548450,951700,905450,830300,340900,613100,347600,6958070,
,,5. Total Stock,1143350,985450,1829350,1139950,2095450,2186000,1610200,1920750,1310450,2626450,1977850,2566250,21391500,
16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,122020,84700,73250,120340,99415,125925,88995,134515,130990,130640,150600,202700,1464090,
,,2. Stocks Received,0,0,71000,10000,118000,0,104100,42100,86000,18000,74000,65000,588200,
,,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,4. Stock Distributed,37320,11450,23310,30925,91490,36930,32180,45425,49750,21130,33400,36800,450110,
,,5. Total Stock,84700,73250,120940,99415,125925,88995,160915,131190,167240,127510,191200,230900,1602180,
17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,5,6,9,12,11,21,15,13,15,25,27,25,184,
17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,8,10,11,4,15,25,12,15,10,5,6,5,126,
,,2. Between 1 week & 4 weeks of birth,1,3,3,3,3,2,3,1,1,1,2,2,25,
,,3. Total,9,13,14,7,18,27,15,16,11,6,8,7,151,
17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,32,29,28,36,28,48,43,42,57,47,35,23,448,
,,2. Between 1 week & 4 weeks of birth,5,5,6,4,12,10,13,6,7,10,13,1,92,
,,3. Total,37,34,34,40,40,58,56,48,64,57,48,24,540,
17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,44,55,66,78,70,96,73,69,59,64,75,66,815,
,,2. Between 1 week & 4 weeks of birth,5,4,10,12,7,15,9,8,3,5,12,9,99,
,,3. Total,49,59,76,90,77,111,82,77,62,69,87,75,914,
17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,67,77,82,91,89,94,96,81,75,90,74,46,962,
,,2. Between 1 week & 4 weeks of birth,6,11,18,5,14,12,3,1,6,5,5,3,89,
,,3. Total,73,88,100,96,103,106,99,82,81,95,79,49,1051,
17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,10,16,13,16,8,12,16,26,19,18,17,15,186,
,,2. Between 1 year & 5 years,1,4,,2,2,4,3,5,1,1,3,3,29,
,,3. Total,11,20,13,18,10,16,19,31,20,19,20,18,215,
17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,1,3,5,3,1,1,,2,,2,2,1,21,
,,2. Between 1 year & 5 years,,,,1,1,1,1,1,,1,,,6,
,,3. Total,1,3,5,4,2,2,1,3,,3,2,1,27,
17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,4,1,3,6,4,11,12,6,6,1,1,3,58,
,,2. Between 1 year & 5 years,2,,4,2,2,7,2,3,1,1,1,2,27,
,,3. Total,6,1,7,8,6,18,14,9,7,2,2,5,85,
17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,,,,,,,,,,,,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,
17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,55,77,59,63,59,83,77,82,72,67,78,59,831,
,,2. Between 1 year & 5 years,30,29,43,36,43,52,36,49,49,41,25,27,460,
,,3. Total,85,106,102,99,102,135,113,131,121,108,103,86,1291,
17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,,,,1,,,,,,,,,1,
,,2. 15-55 yrs.,,2,2,1,,4,2,2,,,,3,16,
,,3. Above 55 yrs.,,,2,3,5,2,2,2,1,4,2,,23,
,,4. Total,,2,4,5,5,6,4,4,1,4,2,3,40,
17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,,,2,1,1,2,1,2,2,3,,,14,
,,2. 15-55 yrs.,86,85,101,101,92,70,86,108,100,87,70,85,1071,
,,3. Above 55 yrs.,46,51,51,45,39,49,65,56,52,41,55,49,599,
,,4. Total,132,136,154,147,132,121,152,166,154,131,125,134,1684,
17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,2,2,3,10,10,1,3,,2,1,4,6,44,
,,2. 15-55 yrs.,84,97,80,91,116,111,127,154,104,98,94,117,1273,
,,3. Above 55 yrs.,111,125,146,118,126,145,187,192,173,187,161,178,1849,
,,4. Total,197,224,229,219,252,257,317,346,279,286,259,301,3166,
17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,,,,3,,1,,,,1,,,5,
,,2. 15-55 yrs.,3,2,2,4,4,9,8,8,4,4,2,4,54,
,,3. Above 55 yrs.,,,,1,1,5,2,3,1,2,3,,18,
,,4. Total,3,2,2,8,5,15,10,11,5,7,5,4,77,
17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,4,5,3,4,7,8,9,8,2,4,,2,56,
,,2. 15-55 yrs.,27,38,37,30,28,42,63,39,43,35,30,28,440,
,,3. Above 55 yrs.,15,12,45,26,15,17,26,22,23,27,19,19,266,
,,4. Total,46,55,85,60,50,67,98,69,68,66,49,49,762,
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,1,2,2,1,,7,3,4,3,4,4,3,34,
,,2. 15-55 yrs.,132,170,151,165,190,161,175,142,143,175,136,113,1853,
,,3. Above 55 yrs.,14,19,13,9,18,14,10,18,13,13,14,11,166,
,,4. Total,147,191,166,175,208,182,188,164,159,192,154,127,2053,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,5,8,8,7,13,12,10,10,7,8,2,7,97,
,,2. 15-55 yrs.,697,706,611,737,699,796,778,792,752,802,787,629,8786,
,,3. Above 55 yrs.,831,848,866,889,940,981,1068,1025,1024,1101,1056,876,11505,
,,4. Total,1533,1562,1485,1633,1652,1789,1856,1827,1783,1911,1845,1512,20388,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,5,9,4,11,6,8,13,8,15,5,6,8,98,
,,2. 15-55 yrs.,109,129,137,137,133,128,159,183,171,187,171,176,1820,
,,3. Above 55 yrs.,201,242,256,224,220,210,239,282,309,319,276,266,3044,
,,4. Total,315,380,397,372,359,346,411,473,495,511,453,450,4962,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,1,,,1,2,1,,,,,,5,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,1,,,1,2,1,,,,,,5,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,2,,1,3,1,,,1,1,2,11,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,2,,1,3,1,,,1,1,2,11,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,8,7,1,4,6,10,13,8,12,3,2,6,80,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,8,7,1,4,6,10,13,8,12,3,2,6,80,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,2,2,4,1,1,4,3,7,2,3,2,4,35,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,2,2,4,1,1,4,3,7,2,3,2,4,35,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,1,,1,1,,,1,,,,4,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,,,1,,1,1,,,1,,,,4,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,,,,,,,
,,2. 15-49 yrs,36,43,41,63,35,46,42,35,29,23,27,23,443,
,,3. Above 49 yrs.,,,,,,,,,,,,,,
,,4. Total,36,43,41,63,35,46,42,35,29,23,27,23,443,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,22,28,30,15,12,20,28,20,21,21,20,22,259,
,,2. 15-55 yrs.,347,454,439,466,389,410,375,372,335,379,318,358,4642,
,,3. Above 55 yrs.,77,96,126,92,91,95,119,122,83,135,96,108,1240,
,,4. Total,446,578,595,573,492,525,522,514,439,535,434,488,6141,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,7,3,5,4,4,4,6,6,2,1,7,7,56,
,,2. 15-55 yrs.,261,336,291,330,309,320,316,315,260,305,320,304,3667,
,,3. Above 55 yrs.,29,47,54,41,49,41,40,44,41,42,42,45,515,
,,4. Total,297,386,350,375,362,365,362,365,303,348,369,356,4238,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,3,3,7,7,9,9,5,6,1,3,5,2,60,
,,2. 15-55 yrs.,19,25,32,37,34,36,59,38,26,17,20,16,359,
,,3. Above 55 yrs.,9,8,13,10,19,18,18,10,7,7,6,13,138,
,,4. Total,31,36,52,54,62,63,82,54,34,27,31,31,557,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,6,8,9,9,6,8,8,5,1,5,5,2,72,
,,2. 15-55 yrs.,115,112,120,118,114,121,146,150,125,132,101,109,1463,
,,3. Above 55 yrs.,142,147,188,138,145,154,172,197,193,228,139,136,1979,
,,4. Total,263,267,317,265,265,283,326,352,319,365,245,247,3514,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,11,9,13,14,8,10,11,11,13,8,10,11,129,
,,2. 15-55 yrs.,393,354,364,408,405,394,457,491,378,441,389,339,4813,
,,3. Above 55 yrs.,490,593,634,575,568,527,625,674,584,610,560,480,6920,
,,4. Total,894,956,1011,997,981,931,1093,1176,975,1059,959,830,11862,
17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,32,48,39,43,40,58,53,41,40,42,42,35,513,
,,2. 15-55 yrs.,1031,1152,1346,1208,1201,1276,1341,1390,1146,1361,1146,1124,14722,
,,3. Above 55 yrs.,4120,4495,5954,5124,4644,4794,5145,6079,5625,6038,5434,4494,61946,
